window_size,payload_size,run_id,seed,goodput,goodput_mbps,efficiency,utilization,retransmissions,retransmission_rate,frame_error_rate,total_time,rtt_mean,rtt_min,rtt_max,buffer_full_events,backpressure_events,data_valid,complete,error
4,4096,0,8138,0.0,0.0,0.0,0.16966854633093253,40,10.0,1.0,0.8597280000000002,0.05731520000000001,0.057315200000000004,0.057315200000000024,0,0,False,False,
4,4096,1,18138,0.0,0.0,0.0,0.19577139961261447,40,10.0,1.0,0.7450976000000001,0.05731520000000001,0.057315200000000004,0.05731520000000002,0,0,False,False,
4,4096,2,28138,0.0,0.0,0.0,0.2120856829136657,40,10.0,1.0,0.6877824000000001,0.05731520000000001,0.057315200000000004,0.05731520000000002,0,0,False,False,
4,4096,3,38138,0.0,0.0,0.0,0.18178772821171343,40,10.0,1.0,0.8024128000000001,0.05731520000000001,0.057315200000000004,0.05731520000000002,0,0,False,False,
4,4096,4,48138,0.0,0.0,0.0,0.2120856829136657,40,10.0,1.0,0.6877824000000001,0.05731520000000001,0.057315200000000004,0.05731520000000002,0,0,False,False,
4,4096,5,58138,0.0,0.0,0.0,0.2120856829136657,40,10.0,1.0,0.6877824000000001,0.05731520000000001,0.057315200000000004,0.05731520000000002,0,0,False,False,
4,4096,6,68138,0.0,0.0,0.0,0.19577139961261447,40,10.0,1.0,0.7450976000000001,0.05731520000000001,0.057315200000000004,0.05731520000000002,0,0,False,False,
4,4096,7,78138,0.0,0.0,0.0,0.19577139961261447,40,10.0,1.0,0.7450976000000001,0.05731520000000001,0.057315200000000004,0.05731520000000002,0,0,False,False,
4,4096,8,88138,0.0,0.0,0.0,0.19577139961261447,40,10.0,1.0,0.7450976000000001,0.05731520000000001,0.057315200000000004,0.05731520000000002,0,0,False,False,
4,4096,9,98138,0.0,0.0,0.0,0.19577139961261447,40,10.0,1.0,0.7450976000000001,0.05731520000000001,0.057315200000000004,0.057315200000000024,0,0,False,False,
8,128,0,8170,8921.531782399372,0.07137225425919498,0.5340008343763037,0.01336556980150706,118,0.27634660421545665,0.2018348623853211,5.738924800000005,0.05414074007490642,0.054108799999999846,0.05414080000000032,0,0,True,True,
8,128,1,18170,7446.317865624677,0.059570542924997416,0.528183543781464,0.011278379197221777,124,0.2903981264637002,0.17785843920145192,6.875881600000001,0.05414073834296728,0.054108799999999846,0.05414080000000032,0,0,True,True,
8,128,2,28170,8838.152980694707,0.07070522384555766,0.5399476925672826,0.013094828410021795,112,0.26229508196721313,0.1725417439703154,5.793065600000003,0.054140737984496166,0.054108799999999846,0.05414080000000032,0,0,True,True,
8,128,3,38170,7815.556768052346,0.06252445414441878,0.5243752560426055,0.01192360879425986,128,0.2997658079625293,0.1891891891891892,6.551036800000002,0.0541407392789374,0.054108799999999846,0.05414080000000032,0,0,True,True,
8,128,4,48170,7815.594945068575,0.06252475956054859,0.5206214919059627,0.012009638582465999,132,0.3091334894613583,0.2003577817531306,6.551004800000004,0.05414074018691592,0.054108799999999846,0.05414080000000032,0,0,True,True,
8,128,5,58170,8152.434214951152,0.06521947371960922,0.5243752560426055,0.012437557449184851,128,0.2997658079625293,0.1945945945945946,6.280332800000004,0.05414073984962409,0.054108799999999846,0.05414080000000032,0,0,True,True,
8,128,6,68170,9006.498751755556,0.07205199001404446,0.5409517369622179,0.013319485841502497,111,0.25995316159250587,0.18773234200743494,5.684784000000005,0.0541407390476191,0.054108799999999846,0.05414080000000032,0,0,True,True,
8,128,7,78170,7626.470717212371,0.06101176573769897,0.5224916319699567,0.011677079976891791,130,0.3044496487119438,0.1992818671454219,6.713459200000002,0.054140740298507475,0.054108799999999846,0.05414080000000032,0,0,True,True,
8,128,8,88170,7946.91066331373,0.06357528530650984,0.5178412492920139,0.012276983610986798,135,0.3161592505854801,0.19572953736654805,6.442755200000002,0.05414074018691591,0.054108799999999846,0.05414080000000032,0,0,True,True,
8,128,9,98170,8223.324947255074,0.06578659957804059,0.5293631100082713,0.012427499826539233,123,0.28805620608899296,0.2,6.226192000000004,0.054140679472693076,0.054108799999999846,0.05414080000000032,0,0,True,True,
